app_name,category,reviewer_ratings,review_body
Microsoft News,News & Magazines,3, Good but needs less soft / sensational content and more REAL news.
Microsoft News,News & Magazines,5, Always on point always neutral news and always on time as it is happening great great news media source
Microsoft News,News & Magazines,4," Good for variety, but repeats old news for days."
Microsoft News,News & Magazines,4," almost perfect, want to rate higher if you add local content"
Microsoft News,News & Magazines,5, A great News App!
Microsoft News,News & Magazines,3, I would like to see a ui like in hummingbird app which also is a news provider from Microsoft it looks lot cleaner this app looks a bit messed up in ui
Microsoft News,News & Magazines,5, love the news app. combination of news sources in one place
Microsoft News,News & Magazines,5, I like being able to filter news that are important to me.
Microsoft News,News & Magazines,5, Simple the best News App. Dark mode and easy to select the News.
Microsoft News,News & Magazines,5," This is excellent, it deliverers the news and everything else :-)"
Microsoft News,News & Magazines,4, Quick and useful. I coud use more news sources though...
Microsoft News,News & Magazines,4, I love it. I like concise news and I get it on MSN.
Microsoft News,News & Magazines,5, I like the wide range of media outlets that contribute to this app.
Microsoft News,News & Magazines,5, Easy and clear format that I enjoy for my news source.
Microsoft News,News & Magazines,5, Great way to get news from different sources.
Microsoft News,News & Magazines,5, I like to see news in this app very much. All news are very updated.
Microsoft News,News & Magazines,5," It's good to have...who needs to waste money on the Dominion Post when you can read real fresh, up to the minute headlines with this app?"
Microsoft News,News & Magazines,5, Good reporting. Easy to read and very clear.
Microsoft News,News & Magazines,5, Enjoying current news stories as they happen!
Microsoft News,News & Magazines,1, No longer working. Uninstalled and reinstalled but will not load!
Microsoft News,News & Magazines,5, Great snapshot of the day's headlines. Always seems to be what I'm interested in.
Microsoft News,News & Magazines,4," nice clean UI, easy to navigate, highly customizable"
Microsoft News,News & Magazines,5, One of the best built News app without any kind of intrusive ads.
Microsoft News,News & Magazines,5, Works pretty much as described. I would buy again. Haha ebay joke.
Microsoft News,News & Magazines,4," Why can't I choose news source myself, please allow to choose sources as well. Right now I'm bound to read from default chosen sources, I want sources and not interests. Interests are good options but think about choosing sources as well. As there are opinions and expla that don't show up due to int...Full ReviewWhy can't I choose news source myself, please allow to choose sources as well. Right now I'm bound to read from default chosen sources, I want sources and not interests. Interests are good options but think about choosing sources as well. As there are opinions and expla that don't show up due to interests and I know which news source to follow and which one not to as this forces me to look at few sources I don't trust. Keep default as it is but do provide options to choose sources as well."
Microsoft News,News & Magazines,4, I love this app on my MS Lumia 950 but not so much on this Moto Android phone. Please hurry up and bring out the Surface phone Microsoft.
Microsoft News,News & Magazines,5," Easy navigate, provides great summary on key news stories"
Microsoft News,News & Magazines,5, Respected news app. News from multiple sources without the Google's 😈 filters.
Microsoft News,News & Magazines,2," Too many nexts. Do not need all the details, too wordy. Too many distractions to lead off into another directions"
Microsoft News,News & Magazines,4, A very good and informative news in a small bowl
Microsoft News,News & Magazines,2, Online news are not updated promptly. Should be able to set update frequency
Microsoft News,News & Magazines,4, Useful and interesting
Microsoft News,News & Magazines,1, Never loads news. only grey squares. fail..fix it..it used to be good..
Microsoft News,News & Magazines,5," I have used msn-news for a long time, and love it... Thanks"
Microsoft News,News & Magazines,5, always in the loop and I love that.. I love the good news section..
Microsoft News,News & Magazines,4," Ask me about the experience at a later date, once I've time to get accustomed to the use if my Droid to observe the news."
Microsoft News,News & Magazines,2," Slow, drains battery live even when closed."
Microsoft News,News & Magazines,5, Great way to get a summary of news catered to my interests
Microsoft News,News & Magazines,4," Easy to use, nice clear articles, good photos"
Microsoft News,News & Magazines,5, Very informative and up to date. The latest news always.
Microsoft News,News & Magazines,5," Yes, I am really enjoy this very useful news app from the Great microsoft..Thank you.."
Microsoft News,News & Magazines,5, Easily navigable areas of focus and topics.
Microsoft News,News & Magazines,1," Extreme political bias. Doesn't allow you to choose news sources, only topics. Leftist propaganda app."
Microsoft News,News & Magazines,5, I like that the up to date news is always available.
Microsoft News,News & Magazines,1, The older version was MUCH better. I wish that I didn't update it. I deleted the new version from my phone.
Microsoft News,News & Magazines,4," Nice, simple news app. Seems to hit the highlights of interest."
Microsoft News,News & Magazines,5, They provide multiple stories from multiple sources to help me see the bias that's inherent in news. This lets me determine what's true and what's opinion. Solid news app.
Microsoft News,News & Magazines,5, very good source to get all my news. I get the option to chose what I am interested in reading.
Microsoft News,News & Magazines,5, Great concise coverage of hot topics of the day.
Microsoft News,News & Magazines,4," Great news app, easy to customize both feed and country origin for news"
Microsoft News,News & Magazines,5, Love this app! I get quick alerts on issues I'm interested in.
Microsoft News,News & Magazines,5, Very good up to date news coverage
Microsoft News,News & Magazines,4, Nice and easy to use. simple layout.
Microsoft News,News & Magazines,3," Doing good work, but please add bookmark option in your app in next update."
Microsoft News,News & Magazines,1, Kept crashing. No wonder for a Microsoft product. Uninstalled.
Microsoft News,News & Magazines,5, great to see the full range of the most popular and news about in the UK and Europe plus the USA it's magic.
Microsoft News,News & Magazines,5," Been a USA Today reader for years, I've switched my preferred news source to Microsoft News"
Microsoft News,News & Magazines,5, Prompt update and gives a wide variety of news and opinions
Microsoft News,News & Magazines,5, easy to use and doesn't bug me like some other sites. on
Microsoft News,News & Magazines,5, one of the best news apps. love the easy interface.
Microsoft News,News & Magazines,4," love the ap & the application works well but you lean a little "" left ""."
Microsoft News,News & Magazines,5, It does what it's meant to do. The lates version is responsive.
Microsoft News,News & Magazines,2, You cannot dislike or hide news in this app. My ideal news app lets me pick which articles I wanna read.
Microsoft News,News & Magazines,5," Good coverage, though a little late reporting."
Microsoft News,News & Magazines,4, Good app. Wish it had larger tiles for articles though.
Microsoft News,News & Magazines,3, Too many sponsored news - Others don't have that as much
Microsoft News,News & Magazines,5, Everything I need on news and more
Microsoft News,News & Magazines,5, Great news app.
Microsoft News,News & Magazines,4, I think they do a wonderful job of informing people of what's going on the only thing I see is that sometimes old stories hanging around too long
Microsoft News,News & Magazines,4," good summary of news, but too many opinion pieces."
Microsoft News,News & Magazines,1, Every time I open the app I have to there's long time waiting for it open.
Microsoft News,News & Magazines,5, Good news app. Could do with more news per each sub heading.
Microsoft News,News & Magazines,5," This App provides up-to-date news, local, national and international."
Microsoft News,News & Magazines,5, excellent compilation of the day's news from a wide range of sources
Microsoft News,News & Magazines,4, Thanks for bringing back the animated languages at startup—I missed them while they were gone.
Microsoft News,News & Magazines,1, im tired of seeing the same sponserd article/add seeing for months on end of a product that does not enterest me at all. there is no way of canceling that individual one.
Microsoft News,News & Magazines,5, Great app keeping in touch with the happening of events in the world.
Microsoft News,News & Magazines,5, ultimately i found news app best for me in which i can explore all major news in just 20 minutes a day
Microsoft News,News & Magazines,3, The video player stops working when you switch to landscape.
Microsoft News,News & Magazines,1, Dosen't support Marathi language. Also it is not able to get location so that local content is not loaded.
Microsoft News,News & Magazines,5, Best and most balanced news on the internet. No ads!!!
Microsoft News,News & Magazines,5, Best news app around. Objective content and clean layout.
Microsoft News,News & Magazines,5, Nothing Fake here - Google can help the Chinese all they want!! Love Xbox too!
Microsoft News,News & Magazines,5," Does it's purpose , have no complaints."
Microsoft News,News & Magazines,3," Lots of non news included, more personalization would be great."
Microsoft News,News & Magazines,4," Decent news source, but annoyingly long launch time."
Microsoft News,News & Magazines,4, opening time is tiring with the fast display of all languages.
Microsoft News,News & Magazines,1, Terrible for selecting the news feeds that you are interested in. Uninstalled
Microsoft News,News & Magazines,4, Not bad at all most of the top and up and coming news feeds
Microsoft News,News & Magazines,5, This is the only news app that I have on my phone. I've uninstalled all of the other ones that I used. This app provides all the news that I need.
Microsoft News,News & Magazines,2," Error when i clik ""Notifications"" and the loading page is terrible."
Microsoft News,News & Magazines,4, good variety of news but a bit slow.
Microsoft News,News & Magazines,4, Good but obviously tilted to the left.
Microsoft News,News & Magazines,5, A great complement of MSN money and lighter than investing app
Microsoft News,News & Magazines,4, more dependable and crashes less than manynother news apps.
Microsoft News,News & Magazines,5, overall like the app. i wish it loads faster like google news.
Microsoft News,News & Magazines,5, It is awesome! Just like the one you experience in a Windows 10 PC. 🔥🔥🔥
Microsoft News,News & Magazines,5, I love that this app gives me up-to-date news from a wide variety of sources.
Microsoft News,News & Magazines,4, It's a good app that keeps you updated with the news of the day
Microsoft News,News & Magazines,4," Not too hot, not too cold. Just right."
Microsoft News,News & Magazines,5, A solid research tool. Thanks
Microsoft News,News & Magazines,5, Very good news appt
Microsoft News,News & Magazines,5, Great app keeps you informed with all the latest news and breaking news
Microsoft News,News & Magazines,4," Good fun information. not too heavy, good humour & meets my interests."
Microsoft News,News & Magazines,5, Exceptional news selection. Thank you.
Microsoft News,News & Magazines,5, i like it. headlines and not a lot of ads.
Microsoft News,News & Magazines,5, Being using this news app for few years now. clean U.I and lot of option to choose from global news to locally.
Microsoft News,News & Magazines,5, All Round news with alot of variety. Keeps me updated
Microsoft News,News & Magazines,5, Great experience... I love it... Specially the money column.. Its great...
Microsoft News,News & Magazines,2, Uninstalled and reinstalled the app because it was crashing. The app continued to crash so l just uninstall it all together
Microsoft News,News & Magazines,5, Good news delivery.
Microsoft News,News & Magazines,5, love that latest headlines automatically come through so you are bang up to date with news headlines
Microsoft News,News & Magazines,1," I cannot remove topics, sources, etc like in Flipboard. Too bad, uninstalling."
Microsoft News,News & Magazines,4, Great summary of the news. Updated regularly.
Microsoft News,News & Magazines,3," Nice app, would give five stars if it allowed more customization of sources."
Microsoft News,News & Magazines,5," Great app, free and very simple design."
Microsoft News,News & Magazines,2," UPDATE: This News. Program is obviously promoting too much Apple, Google and Amazon. Its boring And old school technology news."
Microsoft News,News & Magazines,5, Updated frequently with a range of sources.
Microsoft News,News & Magazines,3, More coverage is needed. News updates are lame.
Microsoft News,News & Magazines,5, good mix of important and timely news & other articles!!
Microsoft News,News & Magazines,3, no ability to tailor news sources. oriented to left. ok user interface.
Microsoft News,News & Magazines,2, The home screen widget is not very usable and can't be resized to the full screen
Microsoft News,News & Magazines,5, much easier to read content without interference from paywalls.
Microsoft News,News & Magazines,4, Good selection of news reports can sometines be slow to load
Microsoft News,News & Magazines,5," good app, collects all news in a one . I wish I have idea to customize this ."
Microsoft News,News & Magazines,5, love this app though I would like stories I have read disappear from the feed.
Microsoft News,News & Magazines,5, would to have more international and local news. Thank you.
Microsoft News,News & Magazines,4, It's ok. Could use Improvement. Doesn't need the My News section.
Microsoft News,News & Magazines,1, it dosent get updated... for some reason. can't use it for more than 5 minutes.
Microsoft News,News & Magazines,3," Would rate it higher if it was customizable, if not loaded with some AI especially to detect what news i think is useless"
Microsoft News,News & Magazines,5," Microsoft is a unique worthwhile look at the latest, I'm finding it great."
Microsoft News,News & Magazines,5, Very informative .Enlightening.Very good
Microsoft News,News & Magazines,2," Incredibly slow to load up on my Android App..... As such, almost useless for me...."
Microsoft News,News & Magazines,2, No ability to customize feed by upvoting/downvoting/saving articles + no Hebrew/Israeli edition (which actually exists in Edge browser). Kinda useless.
Microsoft News,News & Magazines,5," Great personalization, easy to use."
Microsoft News,News & Magazines,5, I like it much but better than the other news apps I Have used.
Microsoft News,News & Magazines,2," poor app, it doesnt play videos correctly and is full of typical adds ""4 tips to become a millionaire"" etc"
Microsoft News,News & Magazines,5, Layout of news with pictures is commendable.
Microsoft News,News & Magazines,4, I see a wide range of news. I am not sure how to find more of the articles I like.
Microsoft News,News & Magazines,4," Good variety of news, including good news."
Microsoft News,News & Magazines,1, Too much adverts. Even adverts to download the app...........in the app when using it.
Microsoft News,News & Magazines,5, Great news feed app. Use it all day long.
Microsoft News,News & Magazines,5, itd s great app. you get all news st one place. one stop shop for all the news
Microsoft News,News & Magazines,3," Cannot delineate geographic regions too well. Get more UK news than anything local, let alone Canadian thanks to city name."
Microsoft News,News & Magazines,5, wonderful app for news of diverse categories. like the dark mode offering for your eyes comfort.
Microsoft News,News & Magazines,5, Cover all subjects that need to be disseminated and very informative
Microsoft News,News & Magazines,5," Love the layout, stories and options."
Microsoft News,News & Magazines,5, Very easy to get and use for quick news updates.
Microsoft News,News & Magazines,1, Rubbish. Only curated news sources. Doesn't let you add an arbitrary feed from a website of your choice. Uninstalled.
Microsoft News,News & Magazines,5, Easy way to keep up with the news. Great app.
Microsoft News,News & Magazines,5, Easy to use. Stays up to date.
Microsoft News,News & Magazines,4, Useful app for reading the news. Works well.
Microsoft News,News & Magazines,5," Great app, nice design, good reading experience"
Microsoft News,News & Magazines,5, Good for picking up both local and national news in one place
Microsoft News,News & Magazines,1, App doesn't work or even install properly on my Blackberry. Embarrassing for a Microsoft app
Microsoft News,News & Magazines,2," sometime, app doesn't load news. Need to be fixed"
Microsoft News,News & Magazines,4, Less images should be displayed for slow connections
Microsoft News,News & Magazines,5, Reading the news online keeps me updated. This is great! 😀
Microsoft News,News & Magazines,1, Why is this app needed? Why not just use the web page like other news sites? Just excess baggage.
Microsoft News,News & Magazines,4, good aggregate news app.. clean Interface and easily navigational.
Microsoft News,News & Magazines,5, Real news clear concise up to date.
Microsoft News,News & Magazines,5, All the news in one place
Microsoft News,News & Magazines,5," Please make your app compatible with chrome os, so that I can use it on my Chromebook."
Microsoft News,News & Magazines,5, Always updated news thank you
Microsoft News,News & Magazines,1," If news here were not so left leaning, it would probably be good news source."
Microsoft News,News & Magazines,4, Good app but doesn't allow you to remove lousy sources from feed.
Microsoft News,News & Magazines,5," Great opinions, enjoy the week in pictures, very topical."
Microsoft News,News & Magazines,4, it's a good app..it lets you get updated with news everyday..👍
Microsoft News,News & Magazines,4," Great app, but you really need to stop advertising within the news articles 😑"
Microsoft News,News & Magazines,5, Good range of stories. Good coverage.
Microsoft News,News & Magazines,5, Wonderful.Great to have one app for all news. Thanks
Microsoft News,News & Magazines,3, It's my main app for news but lots of annoying issues loading topics and videos lately
Microsoft News,News & Magazines,2, I remove notifications and this app still pushes notifications... fix this in the next update or I'll just use Google's news app
Microsoft News,News & Magazines,5, easy to use. everything in the correct category.
Microsoft News,News & Magazines,5, Great app. Very easy to navigate.
Microsoft News,News & Magazines,3," Not bad, but I wish certain sources could be blocked."
Microsoft News,News & Magazines,5, Fairly balanced presentation of different news and opinion.
Microsoft News,News & Magazines,5, This app shares truthful useful info.
Microsoft News,News & Magazines,2," Slow, takes a while to load"
Microsoft News,News & Magazines,4," App has not crashed once, really like tech, auto and market news in one place"
Microsoft News,News & Magazines,1, it's a good app but it opens on your news like they know what I want to read. for that it sucks
Microsoft News,News & Magazines,5, Using this app now that goggle news & weather is dead. Great app
Microsoft News,News & Magazines,5, Great app to stay up to date with current issues.
Microsoft News,News & Magazines,5," Excellent and up to date news, one of the best sources of information."
Microsoft News,News & Magazines,4, I like keeping up with the news but not the tabloids
Microsoft News,News & Magazines,5, It works without ads every other sentence
Microsoft News,News & Magazines,5, I am.very happy that Microsoft has put their news app on Android I had two iPhones and with coffee in morning news from the Microsoft Network was my routine. Thanks
Microsoft News,News & Magazines,5," Awesome layout,, clean and smooth navigate on"
Microsoft News,News & Magazines,4, Very interesting and informative.
Microsoft News,News & Magazines,1, Does not work well. Constantly lagging without opening.
Microsoft News,News & Magazines,4," Great app, easy to use and well laid out."
Microsoft News,News & Magazines,5, Very good and satisfying news app. Thanks Microsoft.
Microsoft News,News & Magazines,5, Excellent thanks for the time spent designing and excellent content placed on application
Microsoft News,News & Magazines,5," It's presented very simply for me with out arrivals hosting also your food and health tips seems recommended for me ,thanks"
Microsoft News,News & Magazines,4," unlike other news service, microsoft give the reader FULL article"
Microsoft News,News & Magazines,4, very organized news app which covers many of the things
Microsoft News,News & Magazines,3," Can't fetch local news, Not able to detect location."
Microsoft News,News & Magazines,1, Microsoft news (uk version) is so biased against Brexit. They only show sources from the against camp. Another news outlet with an agenda !
Microsoft News,News & Magazines,1," advertisement first load, and content after, uses data to much"
Microsoft News,News & Magazines,5, Easy to read. Easy to keep up with news.
Microsoft News,News & Magazines,5," Categories organize very well,updated everyday, i like it"
Microsoft News,News & Magazines,5, Nice layout to read news. Good work done by the team.
Microsoft News,News & Magazines,5," Great quick resource to keep up with things,,,"
Microsoft News,News & Magazines,4, Keeps me up to date and always has new content.
Microsoft News,News & Magazines,5, consistent writing and nothing seems to be fake news...
Microsoft News,News & Magazines,5, This app works very well and I have never had any issues of any kind.
Microsoft News,News & Magazines,4, concise news; covers wide range of topics
Microsoft News,News & Magazines,4, easy to use. good selection of articles
Microsoft News,News & Magazines,5, Fact driven information which gets to the issues and news about
Microsoft News,News & Magazines,5, Enjoy all the news articles and wide variety.
Microsoft News,News & Magazines,5, Just the right balance of sources and stories
Microsoft News,News & Magazines,4, Please give us option to select different browser. I only can select chrome. Been using Samsung for awhile.
Microsoft News,News & Magazines,1, Honestly absolutely terrible not even news just strange articles from the daily mail!
Microsoft News,News & Magazines,4, This tool is excellent for staying up to date on current events
Microsoft News,News & Magazines,1," It takes million years to load.And this comment is not after one try,After spending hours trying to get info but no luck.Hope you sort out this not expecting from you Microsoft."
Microsoft News,News & Magazines,4, Good balance of news sources. Needs user comments.
Microsoft News,News & Magazines,5, Great app! I use it as my default news app!
Microsoft News,News & Magazines,5," Very good app. Detailed , updated news available."
Microsoft News,News & Magazines,5, The news reports are properly lay out for reading.. impressive!
Microsoft News,News & Magazines,5, Simple application to read news. Good design.
Microsoft News,News & Magazines,5," Brilliant app,best of the lot and super fast."
Microsoft News,News & Magazines,2, No apparent way to hide untrusted/unwanted news sources.
Microsoft News,News & Magazines,4, Great up to date news in a very timely manner.
Microsoft News,News & Magazines,5, Very useful news
Microsoft News,News & Magazines,1," You cant block specific news sources, which makes the app useless."
Microsoft News,News & Magazines,5, Very good app...
Microsoft News,News & Magazines,4, Usefull an d hopefully unbiased
Microsoft News,News & Magazines,4, So much better than using their site for reading the news!
Microsoft News,News & Magazines,4, Nice news app. Very extensive. Uses many sources.
Microsoft News,News & Magazines,5," Very good news app, try and leave adverts out though please"
Microsoft News,News & Magazines,5, Great App formatted well
Microsoft News,News & Magazines,3, It is cumbersome to find articles of interest.
Microsoft News,News & Magazines,4, Decent enough. Miss the old format.
Microsoft News,News & Magazines,5," GREAT application, indeed! Thanks & regards!"
Microsoft News,News & Magazines,3," Convenient, but has some rather iffy sources (Motley Fool is NOT a valid source for anything)."
Microsoft News,News & Magazines,3," App shows a very few notifications compared to other news apps,otherwise a useful app"
Microsoft News,News & Magazines,3," I have been still looking for the hidden truths of these Computerized Applications to correctly broadcast this World's news correctly with current Facts,including this one from Microsoft...TheRealI nternetMan😎"
Microsoft News,News & Magazines,5, It's a convenient and efficient source for news.
Microsoft News,News & Magazines,5, excellent coverage and takes all views into account on all stories
Microsoft News,News & Magazines,5, Great and very easy to navigate.
Microsoft News,News & Magazines,4, Keeps me in the loop and is unobtrusive the rest of the time.
Microsoft News,News & Magazines,5," so far, love it! and a Good News section! dig it!"
Microsoft News,News & Magazines,5, Helpful. provides a wide source of news.
Microsoft News,News & Magazines,1, Nothing but errors. Nothing being displayed.
Microsoft News,News & Magazines,5, It pops up when you are in the app and want to read entire article
Microsoft News,News & Magazines,5, very good info and getting immediate alerts on choosen topic 👍
Microsoft News,News & Magazines,5, One of the cleanest looking and most relevant news apps available
Microsoft News,News & Magazines,5, love it. get all the the current information and news
Microsoft News,News & Magazines,4, a decent msm news app. Not focussed on any one thing.
Microsoft News,News & Magazines,5, Better than any other News App.
Microsoft News,News & Magazines,1," Too many repeated stories, and are posted for too long."
Microsoft News,News & Magazines,5, Good overview of the news with full articles.
Microsoft News,News & Magazines,5, Interesting Non-Bias News! Just what I Have Been Looking For! Thank You!🍀😉☮️🕊️👥
Microsoft News,News & Magazines,1," What is the ""hidden"" Persephone account that gets installed on my phone right after installing the Microsoft News app? Other vendors apps i use are installing accounts but they aren't doing it secretly. Why is Microsoft doing it secretly, in a manner that's hidden from normal view, unlike all other ...Full ReviewWhat is the ""hidden"" Persephone account that gets installed on my phone right after installing the Microsoft News app? Other vendors apps i use are installing accounts but they aren't doing it secretly. Why is Microsoft doing it secretly, in a manner that's hidden from normal view, unlike all other accounts on my android phone? For skulking around my phone and not acting above board in plain site, i can NOT recommend this app."
Microsoft News,News & Magazines,5," Smooth design, easy to use."
Microsoft News,News & Magazines,5, Excellent coverage and presentation.
Microsoft News,News & Magazines,5, great variety of news and information!
Microsoft News,News & Magazines,5, great although sometimes take a while to load
Microsoft News,News & Magazines,5, Great website... colourful... very easy to use...
Microsoft News,News & Magazines,5, Prefer this to other news compiling apps...from user interface to news options.
Microsoft News,News & Magazines,5, Use frequently to get up to date news.
Microsoft News,News & Magazines,5," Well curated, relevant, simple and logical UI."
Microsoft News,News & Magazines,5, Best App! Easy to read and Navigate
Microsoft News,News & Magazines,5, Easy to keep current on good news and my interests.
Microsoft News,News & Magazines,3, page always jumps back to top when viewing pain in ass to leep track when viewing
Microsoft News,News & Magazines,5, organized and very quick. great news app
Microsoft News,News & Magazines,5," Clear news, love it."
Microsoft News,News & Magazines,5, Very positive experience.
Microsoft News,News & Magazines,1, Can't remove a news source or topic. But most importantly we should be able to remove a news source such as CNN.
Microsoft News,News & Magazines,5, The best. Better than Google News and MSN for Samsung.
Microsoft News,News & Magazines,5, Very good news app that collects articles all over the web about subjects you specify.
Microsoft News,News & Magazines,5," Gives real, important news, sports and solid analyses."
Microsoft News,News & Magazines,4, Opens too slow....get rid of opening animation
Microsoft News,News & Magazines,5, quite diverse and easy to read. quite enjoyable.
Microsoft News,News & Magazines,3, New dark background is easier on the eyes.
Microsoft News,News & Magazines,5, It's So Good For reading The News Also Easy To Work With
Microsoft News,News & Magazines,4, this app is missing some of the stories available on the lnternet like travel
Microsoft News,News & Magazines,5, A really good app for quick-reading the news.
Microsoft News,News & Magazines,4," Grammar is interesting, especially on the weekends"
Microsoft News,News & Magazines,4, easy to read and all types of headlines
Microsoft News,News & Magazines,5," I think it is better than the Google News app, and has a dark mode"
Microsoft News,News & Magazines,4," very informative, fast, and compiled well."
Microsoft News,News & Magazines,5, Great source of news from multiple providers giving a good balance of views.
Microsoft News,News & Magazines,1, junk news definite liberal bias. to much click bait ads which should have a red background
Microsoft News,News & Magazines,5, So far i am liking it..the user interface looks clean and classy..somehow this makes my phone feel more classy..
Microsoft News,News & Magazines,2, I would like to be able to hide certain 'news' sources. I don't need blatant propaganda from CNN or Washington post appearing in my timeline.
Microsoft News,News & Magazines,3, Another source for news. appears credible with the mainstream news being so biased we need a real news source.
Microsoft News,News & Magazines,1, geographically irrelevent (doesn't recognise Australia as a location) and news out of date.
Microsoft News,News & Magazines,5, it was good app for me...beside I love reading..thanks.
Microsoft News,News & Magazines,2," One sided political coverage. Extremely biased coverage. I dont know why news orginization cant just report the news without jamming their opinion down everyones throat. You would think a company like microsoft would want to appeal to everyone, not just one side."
Microsoft News,News & Magazines,5, Good one. Easy to read and find topics of interest
Microsoft News,News & Magazines,5, Easy to use.
Microsoft News,News & Magazines,5, Thoroughly reporting news
Microsoft News,News & Magazines,5, Probably the best and most balanced news app out there!
Microsoft News,News & Magazines,5, best news app so many different stories great for news junkies (HIGHLY RECOMMEND)
Microsoft News,News & Magazines,4, Gives me articles to read in a decent format.
Microsoft News,News & Magazines,1, Worse news app out there. can't block a bad source. doesn't know local news sources. useless.
Microsoft News,News & Magazines,4, political articles seem be less politically biased than some other magazines.
Microsoft News,News & Magazines,1, useless do not run whenever trying to start App it take you to Home fix this
Microsoft News,News & Magazines,5, love this app! i read the updated news on it about 3 times a day
Microsoft News,News & Magazines,5, details news are always preferable for me so i love it
Microsoft News,News & Magazines,5, A good collection of news items.
Microsoft News,News & Magazines,5, I like to read this news service for its broad scope and mature presentation.
Microsoft News,News & Magazines,5, I love this app. I like the way I can personalize it to the news I want.
Microsoft News,News & Magazines,5," Yeah that's nice app, i think it has a beautiful UI and has a good performence :)"
Microsoft News,News & Magazines,5," Good mix of local and international news,"
Microsoft News,News & Magazines,5," Really fast loading, great content."
Microsoft News,News & Magazines,4, It's good for news on the go.
Microsoft News,News & Magazines,4," Thanks for the updates regarding news that you provide, very clear and concise."
Microsoft News,News & Magazines,5, Neat and tidy
Microsoft News,News & Magazines,4," One of the best, configurable news apps."
Microsoft News,News & Magazines,5," perfect minimal notifications , news coverage is better"
Microsoft News,News & Magazines,5, All the news... Fast & Easy To Use!
Microsoft News,News & Magazines,2, Too many PPI adverts. Too much self promotion within articles
Microsoft News,News & Magazines,2, No way to filter sources is a no go for me.
Microsoft News,News & Magazines,5," Its great, I find news of my choice in one click."
Microsoft News,News & Magazines,5, Much better than google news as in my country I get a lot more content.
Microsoft News,News & Magazines,1," Can't even get my location, neither with location permission nor with manual search."
Microsoft News,News & Magazines,1, Uninstalling this app after a few years use. It has become an aggregator of garbage and misleading content. Little of it qualifies as news.
Microsoft News,News & Magazines,5," The app is quite good, it's a shame that most of the sources are so often politically biased."
Microsoft News,News & Magazines,5, Really like how you can customize app to your own interests.
Microsoft News,News & Magazines,5, I find this a good way of keeping up with all the latest news.
Microsoft News,News & Magazines,5," Always a great read ,a great way of catching up with the world 24 hours a day"
Microsoft News,News & Magazines,1," After 2 years, Bulgaria is not on the list!!!"
Microsoft News,News & Magazines,5, Good app pulls news from multiple sources. Recomend.
Microsoft News,News & Magazines,5," I am very pleased with this app,and it works really well on my Android phone."
Microsoft News,News & Magazines,5, Central point for all news etc ( customise )
Microsoft News,News & Magazines,4," Interesting and up to date news, news developments..👍"
Microsoft News,News & Magazines,5," Not up to date,but up to the minute news all the time."
Microsoft News,News & Magazines,5, Allows me to read news sources that other apps limit views of (Google News).
Microsoft News,News & Magazines,1," Laggy, poor scrolling experience."
Microsoft News,News & Magazines,4, Ads problem. Then change ui
Microsoft News,News & Magazines,5, It fully keeps me up to date.😀
Microsoft News,News & Magazines,5, Outstanding. Not perfect but provides the curated news I want.
Microsoft News,News & Magazines,4, Very informative so long there is no fake news.
Microsoft News,News & Magazines,4, Great app. The one for windows phone was better though
Microsoft News,News & Magazines,5, News in a nutshell and portable. Awesome!
Microsoft News,News & Magazines,4, I have not seen any thing wrong with the app. It is informative.
Microsoft News,News & Magazines,3, Slow to startup but nice once open.
Microsoft News,News & Magazines,5, Better than Google news. News is only a product of what sells. It's easier to sift than the former.
Microsoft News,News & Magazines,5," One of the best news app available, very nice interface"
Microsoft News,News & Magazines,5, Always reliable and very varied in news.
Microsoft News,News & Magazines,5," Never a problem getting notifications, stories are grest!"
Microsoft News,News & Magazines,4," Nice,neat Easy almost neutral."
Microsoft News,News & Magazines,2," Incredibly slow to load stories, if it does at all"
Microsoft News,News & Magazines,5, Easy to use app and relevant news content.
Microsoft News,News & Magazines,5," a great news app. gives me the exact news im looking for, when i want it."
Microsoft News,News & Magazines,4," Good, current news and useful articles."
Microsoft News,News & Magazines,5, Brief but to the point Good range'cover of subjects
Microsoft News,News & Magazines,4," Keeps me informed, on important news of my interest. Plus good layout"
Microsoft News,News & Magazines,4, partially fake news...but fun to read.....I like it!!!
Microsoft News,News & Magazines,1, Wont load useless just taking up space
Microsoft News,News & Magazines,5, Convenient place to gather multiple news streams
Microsoft News,News & Magazines,2, Way too many notifications on topics totally unrelated to my specified interests. It's a nuisance
Microsoft News,News & Magazines,4, Stories come and go much too quickly.
Microsoft News,News & Magazines,5, more balanced and updates more in depth than Google News
Microsoft News,News & Magazines,3, Good. News updates may be done more frequently.
Microsoft News,News & Magazines,3, I'm enjoying Microsoft News. There's SO much content.
Microsoft News,News & Magazines,5, it looks better on Microsoft Lumia . but it works well on my nokia 5 ...bring back windows phone please
Microsoft News,News & Magazines,4, Lots of news in easy to read tabs.
Microsoft News,News & Magazines,5, Most dependable media source. General all around currnet events. Has been a reliable knowledgable news source.
Microsoft News,News & Magazines,1, Not easy to share info articles are not complete. T
Microsoft News,News & Magazines,5, Very thorough. Reliable. Great app.
Microsoft News,News & Magazines,4, One of the best news apps
Microsoft News,News & Magazines,5, A great little app
Microsoft News,News & Magazines,5," With this app, I'm not behind with the current events."
Microsoft News,News & Magazines,4, Very handy tool to refresh global outlook.
