app_name,category,reviewer_ratings,review_body
BBVA,Finance,5," The app continues to grow and make improvements. Some people do not believe in giving credit for effort, but I do. They improve the app monthly and purposely work towards a better product for their clients. I have been a user since the beginning and I am pleased with the progress."
BBVA,Finance,1, I just tried to sign in login first time and it is giving me terms and conditions page as blank and I stuck at this page. There is no button to move forward or accept terms and conditions to use this app. So basically I can't use this app aince I can't go past terms and conditions.
BBVA,Finance,1,Transfer does not work I loved this app until the update. Now I am unable to make mobile transfers. The app says 'must enter one time security code' but there is NO space to enter the code. Also half the time my accounts for transfer do not appear in the drop down menu. PLEASE FIX.
BBVA,Finance,1,"This App SUCKS!!!!!! This used to be a great app but some time ago an update broke the damn thing. The app use to log me out once, allowing me to log back in and deposit a check. NOW the app logs me out every time I attempt to take a picture of the front of the check being deposited.  Such a damn disappoint."
BBVA,Finance,2, Basic banking app. Forget managing scheduled payment. Difficult unintuitive interface for sending money to people and billers.  Have to log on to full site. Can't understand why BBVA can't get this right.
BBVA,Finance,4,I will have to be able too much for all my love to see you I am a little bit more time with you on this one and only for use with My new one for  my money on a sprint forum home HTC dream about it but I don't know what the problem with my new email account and it is not a problem with my new email .
BBVA,Finance,2," This app is inconsistent. Hardly ever recognizes my finger print. Would lock me out, despite the correct password (i'd test on my PC). Have attempted several deposits and received a ""system error"" every time."
BBVA,Finance,1, App was great till up grade last week. Now can't get past new Terms of Service page. Which is a blank page by the way once u log in.  Now in order to see account got to old skl it! Thanks for sending us backwards upgrade. What a nightmare!
BBVA,Finance,1," This app was great until yesterday. The remote deposit function isn't working anymore. I go through the steps to deposit my check, take the picture and WHAM...it logs out after taking the picture. It doesn't matter which side I select first, it logs out after 1 snapshot. I tried doing it through the...Full ReviewThis app was great until yesterday. The remote deposit function isn't working anymore. I go through the steps to deposit my check, take the picture and WHAM...it logs out after taking the picture. It doesn't matter which side I select first, it logs out after 1 snapshot. I tried doing it through the manual snap and same thing.  BBVA, get your s*** together and quit making things so hard! You have good things and when you try to improve, BANG...it screws up somehow."
BBVA,Finance,5," This app is very easy to use, remembers your name and is basic to work with. Gives real time updates on server issues, and is ten times better than have to call the 1800 number for you balance"
BBVA,Finance,2,Pain to deposit checks I've used this app for over a year and always find it frustrating to deposit checks with my mobile device. There's always constant errors when taking pictures and what the app says I acceptable.
BBVA,Finance,1," Everything was fine until the app started saying my password was incorrect. I had to call the bank twice to deal with that, but unfortunately the app continues to perceive my password is incorrect constantly. It's unusable."
BBVA,Finance,1,Unreliable! Half the time doesn't work! Makes managing my account much more difficult. I have fees because inaccurate info on app.
BBVA,Finance,2,Needs bug fix I've tried to look at quick view and it always errors. And entering my correct password once locks out my account. Been sitting on the phone for an hour just to sign into my account.
BBVA,Finance,1, I hate everything about this app. I can put in my login info perfect and still get locked out of my account. This is the second time in less than a week.
BBVA,Finance,4, Not as great as BBVA Bancomer (the Mexican BBVA bank app)  sometimes BBVA Compass unlinks your customer id against your account information.  But the look and feel interface is nice.
BBVA,Finance,1, Bogus bank. Bogus app. Everything is absurd. Can't wait to close my account and leave! Smdh
BBVA,Finance,1," Gets stuck on terms and conditions page. No option to continue, skip, go forward or anything and is therefore unusable"
BBVA,Finance,1," I am so disappointed.  I paid a wire transfer (""same day""), there was a fee of $15. It took Thursday night, Friday, Saturday, Sunday, Monday and bbva made the transfer until Tuesday noon. It caused me a lot of problem with my finances."
BBVA,Finance,3, Doesn't let me deposit checks. It won't take any pictures and it used to be awesome. I don't know when this all started going downhill. Other than that it's great.
BBVA,Finance,1,"Annoying Half of the time it doesn't even work, which is quite frustrating because I usually check it to deal with important money matters. How am I supposed to get anything done if both this app and the website are awful?"
BBVA,Finance,5, I haven't had any problems with this app. I check my balance and transfer money around to a couple accounts in the same bank. Works perfectly for me.
BBVA,Finance,5," So easy to use and has so many features that I love, like the debit card temporary block and access to full account number through mobile banking."
BBVA,Finance,3," This app has too many reoccurring bugs. There will be times when I open the app to log in using my finger print and it somehow ""isn't available anymore."" On several other occasions the app does not remember my user name even though I have prompted it to. Picky comments but if you offer the services ...Full ReviewThis app has too many reoccurring bugs. There will be times when I open the app to log in using my finger print and it somehow ""isn't available anymore."" On several other occasions the app does not remember my user name even though I have prompted it to. Picky comments but if you offer the services then they should work."
BBVA,Finance,1," This current update is awful, after you put your password in it goes to terms of conditions page which is blank and therefore you can't continue or do anything. I hope this issue is corrected asap!!!"
BBVA,Finance,1,Loan payment I had been making my payments online on a weekly basis for over a year. Now all of a sudden I can no longer make a regular payment. All I can do is pay towards the principal.
BBVA,Finance,4, Good app. Like all apps it's bound to be buggy so don't get all high and mighty on them. It's safe and easy-to-use. Download it....hypno-toad bids you to.
BBVA,Finance,2, It doesn't work well like it used too.  The deposits aren't showing and and this has happened more than once.
BBVA,Finance,1, Cannot make transfers!!  It will not send the security code to actually start the transfer.  It just tells you to enter the code but there is no where to enter it and it never sent it in the first place.  The first time you use the app it asks you if you want to enable certain things but gives you n...Full ReviewCannot make transfers!!  It will not send the security code to actually start the transfer.  It just tells you to enter the code but there is no where to enter it and it never sent it in the first place.  The first time you use the app it asks you if you want to enable certain things but gives you no option other than to accept.  Then it tells you that you can then go into security setting to turn it all off.  They are requiring you to confirm that you want it turned on but no option to continue without giving them permission.
BBVA,Finance,1, Every time you update this godforsaken app you lock me out of my own account. Either save my information when you update or make it easier to recover password/ username.
BBVA,Finance,2," Unreliable.  Inconsistent.   When it decides to work I'm happy with it, but that seems to happen less and less."
BBVA,Finance,1," It was great. With the new updates, I can't move money between my accounts. I'm not a happy camper."
BBVA,Finance,1, Horrible App!!  Trying to use the Mobile Check Deposit feature is impossible.  It never accepts my check pictures.  Worthless function!
BBVA,Finance,5, This is definitely one of the greatest apps that I have used heat transfer works perfectly the Investments works perfectly one of the greatest apps out there BBVA Compass is number one in my book. The mobile check app is perfect love it don't have to drive all the way to the bank to make a deposit c...Full ReviewThis is definitely one of the greatest apps that I have used heat transfer works perfectly the Investments works perfectly one of the greatest apps out there BBVA Compass is number one in my book. The mobile check app is perfect love it don't have to drive all the way to the bank to make a deposit check so I can use the other check for my phone
BBVA,Finance,5, So far every option in app is working very well. Love the availability to deposit personal and business checks just by taking pictures of the checks.  The Auto alerts keep my accounts current and gives me a sense of security knowing when deposits and withdrawals are made by instant notification
BBVA,Finance,5,Best banking app App really easy to get around and great for all banking needs. Recommend this app for compass customers.  And the finger print scanner on the Samsung s7 makes it fast and easily to sign on.
BBVA,Finance,3, My problem is that the system is down a lot and i cant check my balance. Itll tell wrong username or password when I know it's right or itll say system error. Been happening to much this past week...
BBVA,Finance,1, Can't even get past the terms of use page completely blank. Major disappointment
BBVA,Finance,2,"Check Deposits I have to retake several pictures of my checks before the app would allow me to process the deposit. Sometimes, after check has been processed, it will be returned by the mobile app and I have to physically go to a branch to deposit it"
BBVA,Finance,3,"Bad passwords Wont let you use characters only alphanumeric, no fingerprint swipe either"
BBVA,Finance,1," The pending and posted tranactions do not match what the bank uses.  The amount of fund avilable could easily differ from what is actually in your account.  If you are on a shoestring budget, watch out,  you could find yourself oweing the bank money and they will not help you."
BBVA,Finance,5, It's like having a virtual Bank teller in the palm of my hand. Always up to date on my account. Fingerprint entry is a plus.
BBVA,Finance,5,"Best app ever Very good app, allows me to view my balance without signing in. Very useful"
BBVA,Finance,5, This app is really nice especially for me that I'm always on the road and can't go deposit at the bank daily.
BBVA,Finance,5, I have used this so for many years.  It helps me manage my accounts and monitor my spending.  I have 2 teenage daughters who have separate accounts when they need funds i can transfer from anywhere.  Great life support!
BBVA,Finance,3," It crashes often, logs you out and deletes saved username even after setting to remember username, it needs work"
BBVA,Finance,5,Bbva banking Works like a charm.  Great way to deposit checks into your account..no need to leave the home A+++.
BBVA,Finance,1, Not sure what's worse...this app or the call center! Live my local bank but this app sucks and so does the support
BBVA,Finance,1," Terrible ATM, will retain your money and will take atleast two months to credit your account!"
BBVA,Finance,3, Idk what to say if it's the app or bank that keeps screwing up account transfers
BBVA,Finance,5,Great app This banking app is really good. Has everything you need or the wallet companion works great together
BBVA,Finance,1, I have had more trouble with this app than any other banking app.
BBVA,Finance,5, Keeps informed of any and all transactions the second my card is swiped! Love it!!
BBVA,Finance,2,Always unavailable. The app and website sucks
BBVA,Finance,1, New update is crashing and force closing. Basically a useless app. Fix it.
BBVA,Finance,5," I love this app it's amazing and bbva makes banking easy, by far my favorite banknote been with ever. I'm a customer for life!"
BBVA,Finance,1, The app is just as horrible as the bank.
BBVA,Finance,1, Not sure what you can do with the app. I can't get pass the blank terms and agreement page
BBVA,Finance,4, I really like the quick view which is no  longer available bring it back 5 stars other than that it does what it is supposed to do
BBVA,Finance,4," Good app overall but I'd like to know what happened to the ""quick view"" feature? It was a nice feature and now it's just gone."
BBVA,Finance,5, Great bank with friendly helpful people to get your needs met.
BBVA,Finance,5,Get the bugs worked out Won't let me set an alert.
BBVA,Finance,5, I like this app I really don't do to much on it but at least I can see what my balance is so I won't go over.
BBVA,Finance,4," Works pretty well.  Printing capabilities hidden, but functional."
BBVA,Finance,5,Love this app It always gives me my balance right after using my debit card plus super easy to use
BBVA,Finance,1,Used to be great Can't make mobile transfers anymore. Fix it please!!
BBVA,Finance,5,My BBVA app. Is great Outstanding and easy
BBVA,Finance,4, Never had a problem with the app. Works well on my note 5
BBVA,Finance,1,Can't use Will not let go use app only go to term if use then logs me out
BBVA,Finance,5," I use the app all the time to track my accounts, transfer money and deposit checks"
BBVA,Finance,5, Love this app never freezes always up to date easy to use and easy to manage your finances. Good job BBVA !!!
BBVA,Finance,2, Love the bank terrible app. Only use to check my account.
BBVA,Finance,4, Love this app keeps me updated on my account and there is no hassle when i try and transfer money..
BBVA,Finance,5, The next best thing for keeping Your bank account up to date.
BBVA,Finance,1, First time using this app & cant go past terms of service 👎
BBVA,Finance,4, I like this app. If my old bank had it in never would have bounced a check.
BBVA,Finance,5," This is a very efficient and productive app. It is very reliable and simple to use,too. Great features and tools."
BBVA,Finance,5, Thanks compass I can keep up with my purchases and deposits..
BBVA,Finance,5,BBVA compass mobil banking abb. Check it out money etc.
BBVA,Finance,2, Was GREAT until update. I don't get my alerts texted like I use to.
BBVA,Finance,5,Coo Like McDonald's I'm loving it.
BBVA,Finance,5, I like this app it does what is suppose to do
BBVA,Finance,3, Takes too much time to load
BBVA,Finance,5, If you use bbva it works well.
BBVA,Finance,5, Love the quick view feature. Rarely have to go beyond that step to check accounts.
BBVA,Finance,5, Great tell everybody about this app its so wonderful Better then chase bank app
BBVA,Finance,5, The app is great and super convenient.  It's quick to use and easy to maneuver.
BBVA,Finance,5, Safe place to keep your money. Reward points =Free Mula$
BBVA,Finance,4, Much better with the fingerprint unlock feature. Better than typing a password!
BBVA,Finance,5, What's the deposit limit daily
BBVA,Finance,4, It's sufficient. Liked when they had one touch Balance check.
BBVA,Finance,5, Excellent app Great For helping me balancing my account
BBVA,Finance,5, Best danged ol bank app I've ever used
BBVA,Finance,1, Doesn't work
BBVA,Finance,5,So convenient I pay my bills with this app also
BBVA,Finance,5, everything at my fingertips
BBVA,Finance,5, Ok so far
BBVA,Finance,5, Better & better!  Use it several times daily.
BBVA,Finance,5, Love it !!!.  I don't have to go to the bank to deposit a check.
BBVA,Finance,1, Can't get pass terms and conditions page. Blank page
BBVA,Finance,4,"Good app. Easy to use,no major issues"
BBVA,Finance,5, I love this app. Very useful and handy to have
BBVA,Finance,5," I love it,  simple and easy to use. Hubby and I use it on a daily."
BBVA,Finance,4,Good No problems so far I guess.
BBVA,Finance,5, App is amazing all your banking tools at your fingertips
BBVA,Finance,3, Good app. But what happened to fingerprint log in
BBVA,Finance,4," Good app, very versatile and easy to use!!"
BBVA,Finance,5, One of the best banking apps ever created.
BBVA,Finance,5,Best Best bank app I've used. I've used a lot!
BBVA,Finance,5, It is very helpful in making everything accessible
BBVA,Finance,5,Necessity Perfect just what I need...
BBVA,Finance,5, Just like it needs to fine tune notification
BBVA,Finance,5, I really like the upgrade of the app now
BBVA,Finance,5, It's very usefull for managing accounts.
BBVA,Finance,5, I love them. They are very good..
BBVA,Finance,5,Great Helps alot with banking
BBVA,Finance,5, Works well
BBVA,Finance,3, Was way better in previous version
BBVA,Finance,5, Best banking app ever!
BBVA,Finance,5, Excelente app
BBVA,Finance,4,Bank Account
BBVA,Finance,1, Very bad
BBVA,Finance,5, It's a useful app Very useful.
BBVA,Finance,1, intermittent service
BBVA,Finance,5, Love it. Very helpful and handy. 😁
BBVA,Finance,5, This app it's very good!!!
BBVA,Finance,5,Easy-to-use So much easier to use..
BBVA,Finance,5, I love my bank
BBVA,Finance,5, Great app easy to use
BBVA,Finance,4,Bbva bancking app Love it
BBVA,Finance,5, Very easy & user friendly.
BBVA,Finance,5, Very easy and quick!!
BBVA,Finance,5, I love it (convenient)
BBVA,Finance,5, Just love it easy-to-use
BBVA,Finance,5, Simple yet in-depth
BBVA,Finance,5, It is a great app.
BBVA,Finance,5,Lredtop Great app.
BBVA,Finance,5, It's easy to use.
BBVA,Finance,5, It easy!
BBVA,Finance,5, Banking Awesomeness!
BBVA,Finance,1, This app really sucks the big one¡!!!!!!!!!!!!!!!!
BBVA,Finance,5, Very Good design
BBVA,Finance,5, Love the bank and this app
BBVA,Finance,5, Great App love it
BBVA,Finance,5, Very helpful like it
BBVA,Finance,5, Great banking experience
BBVA,Finance,5, Love This App
BBVA,Finance,5, Luuuuuv it
BBVA,Finance,5, Great App.
BBVA,Finance,4, Nice!
BBVA,Finance,5, love it!
BBVA,Finance,5, Good app
BBVA,Finance,4, Very productive
BBVA,Finance,5, Great app
BBVA,Finance,5, Easy to use
BBVA,Finance,5, O love it
BBVA,Finance,5, Rhe best
BBVA,Finance,5, Easy and convenient
BBVA,Finance,5, Good!!!!
BBVA,Finance,5, Great app
BBVA,Finance,5, Love how it works
BBVA,Finance,5,U Love it
BBVA,Finance,5, Easy to use
BBVA,Finance,5, Practical app
BBVA,Finance,5, Love it
BBVA,Finance,3, Good
BBVA,Finance,5, Awesome
BBVA,Finance,4, Helpful
BBVA,Finance,5, Amazing
BBVA,Finance,5, Love it
BBVA,Finance,1,"What the %&#^#&$ I swear I'm going to switch banks, because your freaking app SUCKS! every time I try to log in as of late, I can't get to my page because the people who code this app don't know what they are doing. Very disappointing to say the least"
BBVA,Finance,2,Update Sucks This was fine until the update. Who told you guys to update something that was working perfectly. Improvement is more of a fail. Haven't be able to login since the update what's the point of having the app if you can't use it. I'm deleting mine. Is rather just login through the website.
BBVA,Finance,5,Really weird seeing so many negative reviews about the app I'm a new BBVA customer and just installed the app on my Google Pixel... Works just fine for me! Pleasantly surprised at it having fingerprint sign-in support! That's kinda rare on Android it seems. I'm giving it 5 stars cuz it's working perfectly for me and the fingerprint support is big for me!
BBVA,Finance,1,"Why did you change it? I don't know why you guys feel the need to constantly change this app and rearrange everything. It was working just fine until this latest update. Now half the time I can't log in or it doesn't remember my login information and I constantly get System Errors. I use this app to transfer money back an...Full ReviewI don't know why you guys feel the need to constantly change this app and rearrange everything. It was working just fine until this latest update. Now half the time I can't log in or it doesn't remember my login information and I constantly get System Errors. I use this app to transfer money back and forth between several accounts. The transfer process used to be very simple and easy. Now you have to go through three more steps to get to it, and 3 of 4 times it fails with a system error. Roll it back!!!"
BBVA,Finance,1,Transfers to existing accounts..poof? I am now going to have a late payment AND FEE because your app has erased transfers and payments to the BBVA Credit Card account. SCAM!
BBVA,Finance,1,Fix your app!!! I cannot log in or view from quick view since last update... please fix ASAP!!! i hate having to call just to check my balance.i uninstalled and reinstalled the app still nothing! Please someone fix this!
BBVA,Finance,1,Can't sign in Of course when you need to check your balance the app never works. I've been able to log in a total of 4 times since I've updated. Fix the app or you might as well take it down all together.
BBVA,Finance,3,"Fuctional It's not awful. Can usually do what I need to do. Clunky design. Not very intuitive. Camera for deposits is inverted. I give it a solid ""meh""."
BBVA,Finance,1,All of a sudden stopped working Not working at all. Now have to drive to bank to get all my money out of my account don't like not knowing anything
BBVA,Finance,4,"Great way I love this app because it keeps meuodated on how much money i have and if i have any need to get assistance, i just select at what time they can call me and i will get the call, on the bad side, there are sometimes my account gets locked wven though i am putting my right password. It has happened 2...Full ReviewI love this app because it keeps meuodated on how much money i have and if i have any need to get assistance, i just select at what time they can call me and i will get the call, on the bad side, there are sometimes my account gets locked wven though i am putting my right password. It has happened 2 or 3 times already. Id i didnt had those inconviniences i would have rate it a 5 star"
BBVA,Finance,2,Was a great app til the update Was able to do everything from the app until the update. Now I have trouble signing in and can't do mobile transfers any more.
BBVA,Finance,1,App is terrible & isn't user friendly at all App always fails to let me pay through it instead of having to log in on my laptop which is just incontinent sometimes. Log in is constantly messing up and the app always messes up if it does let me pay on here. Fix this please!!
BBVA,Finance,1,"HATE IT. Seriously BBVA, I can't check my damn balance. It's pissing me off. Fix it"
BBVA,Finance,1,Doesnt work! You cant add accounts. It wont let me sign in. I'm having trouble even making payments. Fix this app or get rid of it. I had to go to the local compass bank to make payments. Very unsatisfied.
BBVA,Finance,1, This is the worse banking app and bank I have ever had the atm in its self will get you Robb cause it takes a effing hour to do a deposit ..
BBVA,Finance,1,"Bbva app update is horrible! The old app worked, this one does not. Did Compass even try it? Now every time I try to use it, I have to update it again. Progress, NOT!"
BBVA,Finance,1,Always messing up This app never works. I love the bank but this banking app is terrible.
BBVA,Finance,1,"It's okay The app is okay, but customer service is pathetic! I switched my business from Bank of America thinking that they were bad, but this ppl is horrible!"
BBVA,Finance,3,Mobile Banking I used this app every day before the update. Now I am unable to use it now. I don't want to download something that I already have. Please fix this problem.
BBVA,Finance,1,Can't log in anymore The login keeps telling me my password is wrong in which it is not and It keeps locking me out because of it.
BBVA,Finance,1,No longer works After the update I can no longer deposit checks with my phone. After 1 photo it goes back to the sign in screen.
BBVA,Finance,1, Won't work and now is accessing an old unused account and now tells me password and username is wrong.before update used multiple times a week.totally useless now
BBVA,Finance,5,"Super Really cool, I have 3 business accounts (2 different businesses) and 1 personal account and I can see them all in one place and transfer funds among them. Plus ""quick view"" allows you to take a quick look at all the balances without actually logging in. Best banking app I've seen."
BBVA,Finance,5,"Old faithful Nothing flashy.  Love BBVA, period.  Great customer service and support. The app does everything but make breakfast in the morning."
BBVA,Finance,1,Constantly unavailable About 25% of the time I can't access my account.
BBVA,Finance,4,"Love this app Haven't had it long, but works well, so far. I can manage multiple accounts, but it seems to be down a lot."
BBVA,Finance,5,"Banking when I need it Sounds cheesy, but I live the convenience. I transfer money and check balances all the time. This app makes it that much easier."
BBVA,Finance,2,"Site keeps going down Site is always down. Log in is wrong. Then it locks,u out. Then it let's you in."
BBVA,Finance,1,Constant problems Since the update it fails and locks me out constantly.  Sick of it.  Ready to switch banks
BBVA,Finance,1,"Go back to older version! It worked great before the update, but I haven't been able to log in for a week now."
BBVA,Finance,1,WORTHLESS!! Worthless app never seems to be working 2/3's the time and
BBVA,Finance,1,Broken App This app is not functional. It cannot log in correctly.
BBVA,Finance,1,"Unreliable Always crashing, and can't access online either. Step it up"
BBVA,Finance,1,Lousy bank system Bank holds a check for 2 days even if it is drawn on their bank
BBVA,Finance,1,Only works half the time. sometimes it won't work all day...like today.
BBVA,Finance,1, I dislike Compass bank.i have had it for several years and it stinks.
BBVA,Finance,5," I've used this app for more than a year. I'm pleased with the updates, & the app does everything I need an app like this to do."
BBVA,Finance,1,Should include USA constitution in mission statement supports human rights abuse by investing in dakota access pipeline.
BBVA,Finance,3,Wheres Quick Balance?? What happened to being able to quick glance your balance?? I used that a lot and now its gone!!
BBVA,Finance,4,"Good Job! I have been waiting for a fingerprint scanner security option. This is the first app I ever used with it, and I fealt like you guys were ahead of the game with this."
BBVA,Finance,1,"Can't deposit checks. Sitting on hold with support for 45 minutes.  After 3 days of promises, I still can't deposit a check!"
BBVA,Finance,1,Unable to retrieve information Please try again later.
BBVA,Finance,3,"Idk what happened I havent been able to use the app since October 29th, it says on the log in page"
BBVA,Finance,4,"What's the problem? I have no idea what these people who say the app sucks, or they're having major issues are talking about.  I haven't had a problem from day one.  I like this app a lot."
BBVA,Finance,1,No help at all Lost card and this app says I can block or cancel card but there is no where to do it.
BBVA,Finance,1,Does not work Used to work now it doesn't with new update
BBVA,Finance,1,Doesn't work Please fix! Can't log in
BBVA,Finance,1, Every time I try to log in I'm told can not retrieve information... highly frustrating.
BBVA,Finance,5,"Saves Gas Deposit checks by phone has been a gas saver for me because our bank is in another town, 21 miles away!"
BBVA,Finance,1,No action updated app still no response in timely manner
BBVA,Finance,1, I thought update means getting better. Can't even log on. Fix it please !
BBVA,Finance,1, Please fix app! People rely on using this app daily! And fix bug with bill pay.
BBVA,Finance,3, It works pretty good but since the update it haven't been working the same
BBVA,Finance,3,Its ok Nothing good or bad to say
BBVA,Finance,1, Almost always difficult to access
BBVA,Finance,5,Great app! Love that I can do all my banking from here. I don't even have to go to the actual bank!!
BBVA,Finance,4, Quick view hasn't been working for couple weeks now but otherwise it's great
BBVA,Finance,5, Good easy to use
BBVA,Finance,1,Can't log in Please fix this app
BBVA,Finance,4,As far so good Been with them a month and definitely better then my last bank!!!
BBVA,Finance,5,"💗 This App! This app is very helpful and easy to use, I never have issues!"
BBVA,Finance,3, Need to show more info in detail
BBVA,Finance,5, Does everything I need it to do.
BBVA,Finance,5,Mr.Gibson Pres. Of J.F.Gibson Enterprises inc.
BBVA,Finance,4,Compus Till will do good some time's  not every time  but some time's
BBVA,Finance,5, BBVA Compass Bank
BBVA,Finance,5, Cell phone banking
BBVA,Finance,5,Love it Great app.easy to use
BBVA,Finance,5, It is very convenient to use and accessible most of the time.
BBVA,Finance,4,"Easy No problems at all,  secure and easy to use"
BBVA,Finance,5,Mr This app is great for me
BBVA,Finance,1,"Can't log in Can't log in, so it doesn't work. Simple 1 star."
BBVA,Finance,5,Nice and Simple. Like the app very well.  Easy to navigate.
BBVA,Finance,5, Great app. Reliable and user friendly
BBVA,Finance,5,Great app Love the quick view
BBVA,Finance,5," It's a Great App, I Love It"
BBVA,Finance,5,Yes Great app. No complaints.
BBVA,Finance,5,hello wonderful app.. it's easy
BBVA,Finance,5, A mi me fascina..... I just love it 😉😉
BBVA,Finance,5, This is so convenient!
BBVA,Finance,4,10/4 10/4.
BBVA,Finance,5,exellent very good app
BBVA,Finance,5,Great app Just great
BBVA,Finance,5, Awesome bank and awesome app
BBVA,Finance,5, It's good to use
BBVA,Finance,5, Excellent app!
BBVA,Finance,5,Great Love it
BBVA,Finance,5,Good app Like the app
BBVA,Finance,5, Love it!!!
BBVA,Finance,5, Very good
BBVA,Finance,5, Absolutely love
BBVA,Finance,5,Love it Good
BBVA,Finance,5, Works great
BBVA,Finance,5, Great app
BBVA,Finance,5, Loved it
BBVA,Finance,5,Good Good
BBVA,Finance,3,"Cant use after update! Ever since I downloaded the update for this I havent been able to sign in! Sometimes it will let me see the quick view, sometimes not! It keeps saying ""Cannot retrieve information. Please try again later."""
BBVA,Finance,2, Has no way to save data and information as you move around the site and other functions on your phone. I had to repeatedly reenter the same info because I could not save it. You have to sign in too often when you are still working or waiting for a call back.
BBVA,Finance,2,"Quick view never works The whole reason I got the app, was for the quick view. Being able to just click twice to get my balances, without having to sign in. HOWEVER IT NEVER WORKS. Ffs"
BBVA,Finance,3,"Getting better! Still has some issues with not launching properly, but it no longer crashes when activating rewards.  Functionally this app is great. I can almost do everything I could do on the website.  Keep up the improvements!"
BBVA,Finance,2,Unreliable Shuts down when trying to log in. Mobile deposit rarely works. Transactions/ balance are not current.
BBVA,Finance,1,Terrible Every time the app is updated it gets harder and harder to use. If you want to make something better dont make it more and more difficult to find things.
BBVA,Finance,5,Doesn't work Now all of a sudden it automatically shuts down when trying to log in. I uninstalled and reinstalled and still does it.     :/    ***UPDATE***  Working good again.    5 stars
BBVA,Finance,2,"Transfer payments not ... ...working. Receive an error every time. Also, can't set up recurring transfer payments."
BBVA,Finance,1,Constant error message When trying to transfer funds from my savings account to my checking it will continually give the same error message alert over and over. There's a lot if bugs which is quite uncomfortable.
BBVA,Finance,5,"Love it I do everything with this app, set up payments, make transfers and easy-to-use. So easy to check your balance at the touch of a finger. I've never a problem with anything. Still have to go online to set up the out going accounts for transfers but I consider that safer. Once set up, it's mobile ready...Full ReviewI do everything with this app, set up payments, make transfers and easy-to-use. So easy to check your balance at the touch of a finger. I've never a problem with anything. Still have to go online to set up the out going accounts for transfers but I consider that safer. Once set up, it's mobile ready."
BBVA,Finance,5,So simple and convenient I've had this app for 2 years now and it is perfect. The best banking app..never any problem or issue.
BBVA,Finance,2,I'm disappointed!!!! I can no longer transfer money from one account to the other!!! I've never had this problem with this app!plz fix this!!!!😬👎👎
BBVA,Finance,1,"Can log in with same username,  then all of a sudden I Dont exist. Absolutely ridiculous.  Same acct for yrs,  then all of a sudden I'm locked out.  Go figure."
BBVA,Finance,1,Please fix it Before the update I would have given 5 stars.. I've  not been able to log in since the update 😡
BBVA,Finance,5,Great Banking App I've had this app for 2 years and it just gets better and better easy to use and very helpful
BBVA,Finance,3, Camera deposit times out too quickly. It gets stuck on first picture and submits it over and over.
BBVA,Finance,5, I never have any issue with this site. Easy to use! Always give you plenty notice when they will be updating site.
BBVA,Finance,1,Always Unable to Open Getting very frustrating every time I go to check my account and it's unavailable.
BBVA,Finance,1,Was perfect Now it keeps locking my account and refusing to take my password. Smh. Horrible.
BBVA,Finance,3,"Crashes-Transfers When doing a International transaction, it crashes and shuts down 🤔😣"
BBVA,Finance,5,"Works great I use this app constantly, and have never had any problems with it. Account alerts, photo check deposit, fingerprint quick access.... I love it."
BBVA,Finance,1,A Moreno This app is the dumbest thong Compass has done it is unmanageable I've been in the bank several times and your own staff doesn't know how to use it.
BBVA,Finance,2,"Disappointed I'm so disappointed that after the update I can't sign in with fingerprint anymore, sometimes I jsut need to check my balance quick and I hate entering my password. Fix it please"
BBVA,Finance,2,"Not I have been using this app for quite some time now I don't like the new update not allowing you to view your funds on the weekends! , if it was not for that I would give y'all five stars"
BBVA,Finance,2,Really If we could do it on the website how come we can't add other account numbers so we can easily transfer funds.
BBVA,Finance,5,I'm very satisfied with this App! It has never crashed on me and most important doesn't LOL at me for my bank balance!!!
BBVA,Finance,5,Banking made easy I love this app I can make many transaction without leave my home banking on my time and my terms it great
BBVA,Finance,1,Horrible Service Very limited in what you can do with your accounts. Account information doesn't match online information.
BBVA,Finance,1,Hate it! Threw out the years was doing great now since the update & been very  patient.
BBVA,Finance,1,Can't log in How is it my password is too long if it's the one I use for olb? I love banking with you guys but your app is trash.
BBVA,Finance,1,Keeps saying I need to update The app and there is no update. Unneeded steps just to use the app.
BBVA,Finance,2,Way to break a decent app. Can no longer log in and check my balance.
BBVA,Finance,1,"Worst app ever!!!!! I give up; I can't sign on via the computer, mobile web, or the BBVA app."
BBVA,Finance,5,Great  app I'm not very tech smart but this app is easy to navigate and get things done  without issue
BBVA,Finance,1,Don't work Will not accept valid email address poor program not as advertised
BBVA,Finance,1,Doesn't work Wouldn't process my mobile check as I was told it would..now it wont recognize my fingerprint!!
BBVA,Finance,5,Love this App I use it every day to check my balance. I can pay my bills and transfer funds from one account to another with ease. So user friendly!!
BBVA,Finance,5, I very like this app because they have mobile deposits paychecks it's really easy for me so I don't have to go to the bank and deposit checks.
BBVA,Finance,1,App is OK but the Bank is not Horrible customer service..
BBVA,Finance,1, This app sucks... can't log in to see my balance most of the time...
BBVA,Finance,1, It don't give me option to make a transfer
BBVA,Finance,1,This app sucks ass Does not work
BBVA,Finance,4,So far so good It's a good mobile app I can't believe even this bank has fingerprint login which Amex or citi doesn't
BBVA,Finance,2,"Used to work, the update no so much Before updating worked well. Now it will not accept any checks.  Need to fix it."
BBVA,Finance,1, Doesn't work more often than it does...
BBVA,Finance,1, I am unable to assess my account through this  device.  Please provide assistance.  Dr. Mcqueen
BBVA,Finance,3,Hard to confirm mobile deposits Does not always work as described in faq
